category,word,cefr,cocaRank,sat,keepCore,reason,oxfordDef
food-drinks,"side",a2,286,Y,,manual-pin,"either of the two halves of a surface, an object or an area that is divided by an imaginary central line"
food-drinks,"check",a2,623,,Y,manual-pin,"an act of making sure that something is safe, correct or in good condition by examining it"
food-drinks,"wine",a1,1630,,Y,manual-pin,"an alcoholic drink made from the juice of grapes that has been left to ferment. There are many different kinds of wine."
food-drinks,"tip",a2,1929,,Y,manual-pin,"a small piece of advice about something practical"
food-drinks,"pepper",a1,2414,,Y,manual-pin,"a powder made from dried berries (called peppercorns), used to give a hot, spicy taste to food"
food-drinks,"delivery",b2,2750,,,manual-pin,"the act of taking goods, letters, etc. to the people they have been sent to"
food-drinks,"cookie",,2923,,Y,manual-pin,""
food-drinks,"pie",,3310,,Y,manual-pin,""
food-drinks,"lemon",a2,3685,,Y,manual-pin,"a yellow citrus fruit with juice that has a bitter, sharp taste. Slices of lemon and lemon juice are used in cooking and"
food-drinks,"reservation",b1,3742,,,manual-pin,"an arrangement for a seat on a plane or train, a room in a hotel, etc. to be kept for you"
food-drinks,"garlic",,3769,,,manual-pin,""
food-drinks,"salmon",,4629,,,manual-pin,""
food-drinks,"soda",,4875,Y,,manual-pin,""
food-drinks,"mint",,,,,manual-pin,""
food-drinks,"cocktail",c1,,,,manual-pin,"a drink usually made from a mixture of one or more spirits (= strong alcoholic drinks) and fruit juice. It can also be m"
food-drinks,"avocado",,,,,manual-pin,""
food-drinks,"bagel",,,,,manual-pin,""
food-drinks,"burrito",,,,,manual-pin,""
food-drinks,"taco",,,,,manual-pin,""
food-drinks,"quesadilla",,,,,manual-pin,""
food-drinks,"sushi",,,,,manual-pin,""
food-drinks,"ramen",,,,,manual-pin,""
food-drinks,"pho",,,,,manual-pin,""
food-drinks,"tuna",,,,,manual-pin,""
food-drinks,"shrimp",,,,,manual-pin,""
food-drinks,"lobster",,,Y,,manual-pin,""
food-drinks,"crab",,,,,manual-pin,""
food-drinks,"oyster",,,,,manual-pin,""
food-drinks,"mussel",,,,,manual-pin,""
food-drinks,"scallop",,,,,manual-pin,""
food-drinks,"broccoli",,,,,manual-pin,""
food-drinks,"spinach",,,,,manual-pin,""
food-drinks,"kale",,,,,manual-pin,""
food-drinks,"arugula",,,,,manual-pin,""
food-drinks,"asparagus",,,,,manual-pin,""
food-drinks,"zucchini",,,,,manual-pin,""
food-drinks,"eggplant",,,,,manual-pin,""
food-drinks,"mushroom",,,,,manual-pin,""
food-drinks,"jalapeno",,,,,manual-pin,""
food-drinks,"cilantro",,,,,manual-pin,""
food-drinks,"parsley",,,,,manual-pin,""
food-drinks,"basil",,,,,manual-pin,""
food-drinks,"ginger",,,,,manual-pin,""
food-drinks,"lime",,,,,manual-pin,""
food-drinks,"grapefruit",,,,,manual-pin,""
food-drinks,"mango",,,,,manual-pin,""
food-drinks,"pineapple",,,,,manual-pin,""
food-drinks,"kiwi",,,,,manual-pin,""
food-drinks,"blueberry",,,,,manual-pin,""
food-drinks,"raspberry",,,,,manual-pin,""
food-drinks,"cranberry",,,,,manual-pin,""
food-drinks,"pomegranate",,,,,manual-pin,""
food-drinks,"melon",,,,,manual-pin,""
food-drinks,"cantaloupe",,,,,manual-pin,""
food-drinks,"pancake",,,,,manual-pin,""
food-drinks,"waffle",,,,,manual-pin,""
food-drinks,"omelet",,,,,manual-pin,""
food-drinks,"smoothie",,,,,manual-pin,""
food-drinks,"latte",,,,,manual-pin,""
food-drinks,"espresso",,,,,manual-pin,""
food-drinks,"cappuccino",,,,,manual-pin,""
food-drinks,"sparkling water",,,,,manual-pin,""
food-drinks,"iced tea",,,,,manual-pin,""
food-drinks,"lemonade",,,,,manual-pin,""
food-drinks,"cereal",,,Y,,manual-pin,""
food-drinks,"granola",,,,,manual-pin,""
food-drinks,"yogurt",,,,,manual-pin,""
food-drinks,"oatmeal",,,,,manual-pin,""
food-drinks,"porridge",,,,,manual-pin,""
food-drinks,"muffin",,,,,manual-pin,""
food-drinks,"donut",,,,,manual-pin,""
food-drinks,"brownie",,,,,manual-pin,""
food-drinks,"cheesecake",,,,,manual-pin,""
food-drinks,"tiramisu",,,,,manual-pin,""
food-drinks,"ice cream",a1,,,Y,manual-pin,"a type of sweet frozen food made from milk fat, tasting of fruit, chocolate, etc. and often eaten as a dessert; a small "
food-drinks,"gelato",,,,,manual-pin,""
food-drinks,"leftover",,,,,manual-pin,""
food-drinks,"takeout",,,,,manual-pin,""
food-drinks,"appetizer",,,,,manual-pin,""
food-drinks,"entree",,,,,manual-pin,""
food-drinks,"buffet",,,,,manual-pin,""
food-drinks,"brunch",,,,,manual-pin,""
food-drinks,"happy hour",,,,,manual-pin,""
food-drinks,"cashier",,,,,manual-pin,""
food-drinks,"food",a1,372,,Y,imsky:nouns/food,"things that people or animals eat"
food-drinks,"eat",a1,476,,Y,yle:food_and_drink,"to put food in your mouth, bite it and swallow it "
food-drinks,"piece",a1,584,,Y,yle:food_and_drink,"an amount of something that has been cut or separated from the rest of it; a standard amount of something"
food-drinks,"cup",a1,886,,Y,yle:food_and_drink,"a small container that is like a bowl in shape, usually with a handle, used for drinking tea, coffee, etc."
food-drinks,"dinner",a1,1079,,Y,yle:food_and_drink,"the main meal of the day, eaten either in the middle of the day or in the evening"
food-drinks,"mouth",a1,1126,,Y,imsky:nouns/water,"the opening in the face used for speaking, eating, etc.; the area inside the head behind this opening"
food-drinks,"drink",a1,1142,,Y,imsky:nouns/food,"a liquid for drinking; an amount of a liquid that you drink"
food-drinks,"finger",a2,1181,,Y,imsky:nouns/fast_food,"one of the four long thin parts that stick out from the hand (or five, if the thumb is included)"
food-drinks,"ice",a1,1232,,Y,imsky:nouns/food,"water that has frozen and become solid"
food-drinks,"fish",a1,1238,,Y,imsky:nouns/food,"a creature that lives in water, breathes through gills, and uses fins and a tail for swimming"
food-drinks,"kitchen",a1,1279,,Y,imsky:nouns/food,"a room in which meals are cooked or prepared"
food-drinks,"apple",a1,1327,,Y,imsky:nouns/fruit,"a round fruit with shiny red or green skin that is fairly hard and white inside"
food-drinks,"roll",b1,1343,,Y,imsky:nouns/fast_food,"a small loaf of bread for one person"
food-drinks,"coffee",a1,1356,,Y,imsky:nouns/food,"the roasted seeds (called coffee beans) of a tropical bush; a powder made from them"
food-drinks,"egg",a1,1615,,Y,yle:food_and_drink,"a small oval object with a thin hard shell produced by a female bird and containing a young bird; a similar object (with"
food-drinks,"lunch",a1,1698,,Y,yle:food_and_drink,"a meal eaten in the middle of the day"
food-drinks,"neck",a2,1753,,Y,imsky:nouns/water,"the part of the body between the head and the shoulders"
food-drinks,"beer",a1,1815,,Y,imsky:nouns/food,"an alcoholic drink made from malt with hops added to give it taste. There are many types of beer."
food-drinks,"pool",a1,1830,,Y,imsky:nouns/water,"an area of water that has been created for people to swim in"
food-drinks,"meal",a1,1871,,Y,yle:food_and_drink,"an occasion when people eat food, especially breakfast, lunch or dinner"
food-drinks,"meat",a1,1934,,Y,imsky:nouns/food,"the soft part of an animal or a bird that can be eaten as food; a particular type of this"
food-drinks,"smell",a2,2149,,Y,yle:food_and_drink,"the quality of something that people and animals sense through their noses"
food-drinks,"milk",a1,2211,,Y,imsky:nouns/food,"the white liquid produced by cows, goats and some other animals as food for their young and used as a drink by humans"
food-drinks,"cream",b1,2241,,Y,imsky:nouns/food,"between yellow and white in colour"
food-drinks,"cheese",a1,2250,,Y,imsky:nouns/food,"a type of food made from milk that can be either soft or hard and is usually white or yellow in colour; a particular typ"
food-drinks,"dish",a1,2270,,Y,imsky:nouns/food,"a flat shallow container for cooking food in or serving it from"
food-drinks,"wrap",b2,2278,,Y,imsky:nouns/fast_food,"to cover something completely in paper or other material, for example when you are giving it as a present"
food-drinks,"wash",a2,2316,,Y,imsky:nouns/water,"an act of cleaning somebody/something using water and usually soap"
food-drinks,"knife",a2,2364,,Y,yle:food_and_drink,"a sharp blade (= metal edge) with a handle, used for cutting or as a weapon"
food-drinks,"bread",a1,2386,,Y,imsky:nouns/food,"a type of food made from flour, water and usually yeast mixed together and baked"
food-drinks,"recipe",a2,2418,,Y,imsky:nouns/food,"a set of instructions that tells you how to cook something and the ingredients (= items of food) you need for it"
food-drinks,"vegetable",a1,2422,Y,Y,yle:food_and_drink,"a plant or part of a plant that is eaten as food. Potatoes, beans and onions are all vegetables."
food-drinks,"rice",a1,2442,,Y,imsky:nouns/food,"short, narrow white or brown grain grown on wet land in hot countries as food; the plant that produces this grain"
food-drinks,"cake",a1,2448,,Y,imsky:nouns/food,"a sweet food made from a mixture of flour, eggs, butter, sugar, etc. that is baked in an oven. Cakes are made in various"
food-drinks,"breakfast",a1,2459,,Y,yle:food_and_drink,"the first meal of the day"
food-drinks,"juice",a1,2645,,Y,imsky:nouns/food,"the liquid that comes from fruit or vegetables; a drink made from this"
food-drinks,"potato",a1,2688,,Y,yle:food_and_drink,"a round white vegetable with a brown or red skin that grows underground as part of a plant also called a potato"
food-drinks,"hungry",a1,2770,,Y,yle:food_and_drink,"feeling that you want to eat something"
food-drinks,"chocolate",a1,2819,,Y,imsky:nouns/food,"a hard brown sweet food made from cocoa beans, used in cooking to add taste to cakes, etc. or eaten as a sweet"
food-drinks,"creek",,3025,,Y,imsky:nouns/water,""
food-drinks,"port",b1,3060,,Y,imsky:nouns/water,"a town or city with a harbour, especially one where ships load and unload goods"
food-drinks,"orange",a1,3258,,Y,imsky:nouns/fruit,"between red and yellow in colour"
food-drinks,"salad",a1,3268,,Y,imsky:nouns/food,"a mixture of raw vegetables such as lettuce, tomato and cucumber, usually served with other food as part of a meal"
food-drinks,"candy",,3370,,Y,imsky:nouns/food,""
food-drinks,"soup",a1,3437,,Y,imsky:nouns/food,"a liquid food made by boiling meat, vegetables, etc. in water, often eaten as the first course of a meal"
food-drinks,"pizza",,3442,,Y,imsky:nouns/food,""
ingredients-flavor,"measure",b1,1032,,Y,manual-pin,"an official action that is done in order to achieve a particular aim"
ingredients-flavor,"stock",b2,1033,Y,,manual-pin,"a supply of goods that is available for sale in a shop"
ingredients-flavor,"fresh",a2,1250,,Y,manual-pin,"recently produced or picked and not frozen, dried or preserved in tins or cans"
ingredients-flavor,"sugar",a1,1842,Y,Y,manual-pin,"a sweet substance, often in the form of white or brown crystals, made from the juices of various plants, used in cooking"
ingredients-flavor,"taste",a2,2198,,Y,manual-pin,"the particular quality that different foods and drinks have that allows you to recognize them when you put them in your "
ingredients-flavor,"pour",b1,2319,,Y,manual-pin,"to make a liquid or other substance flow from a container in a continuous stream, especially by holding the container at"
ingredients-flavor,"stir",c1,2411,Y,Y,manual-pin,"to move a liquid or substance around, using a spoon or something similar, in order to mix it completely"
ingredients-flavor,"sauce",a2,2772,,Y,manual-pin,"a thick liquid that is eaten with food to add taste to it"
ingredients-flavor,"organic",b2,3054,Y,Y,manual-pin,"produced or practised without using artificial chemicals"
ingredients-flavor,"slice",b1,3862,,Y,manual-pin,"a thin flat piece of bread, meat, cheese, etc. that has been cut off a larger piece; a piece of cake that has been cut f"
ingredients-flavor,"fold",b2,4131,Y,,manual-pin,"a part of something, especially cloth, that is folded or hangs as if it had been folded"
ingredients-flavor,"flour",b1,4256,,Y,manual-pin,"a fine white or brown powder made from grain, especially wheat, and used in cooking for making bread, cakes, etc."
ingredients-flavor,"crush",c1,4347,,,manual-pin,"to press something so hard that it is damaged or injured, or loses its shape"
ingredients-flavor,"frozen",b1,4403,,Y,manual-pin,"kept at a very low temperature in order to preserve it"
ingredients-flavor,"blend",c1,4672,,,manual-pin,"a mixture of different types of the same thing"
ingredients-flavor,"tender",c1,4733,,,manual-pin,"kind, gentle and loving"
ingredients-flavor,"chop",b2,4836,,,manual-pin,"to cut something into pieces with a sharp tool such as a knife"
ingredients-flavor,"peel",,4924,,,manual-pin,""
ingredients-flavor,"ripe",,,,,manual-pin,""
ingredients-flavor,"dairy",b2,,,,manual-pin,"made from milk"
ingredients-flavor,"cube",,,Y,,manual-pin,""
ingredients-flavor,"vegetarian",,,Y,,manual-pin,""
ingredients-flavor,"yeast",,,,,manual-pin,""
ingredients-flavor,"dice",,,,,manual-pin,""
ingredients-flavor,"dressing",,,,,manual-pin,""
ingredients-flavor,"savory",,,,,manual-pin,""
ingredients-flavor,"umami",,,,,manual-pin,""
ingredients-flavor,"tangy",,,,,manual-pin,""
ingredients-flavor,"zesty",,,,,manual-pin,""
ingredients-flavor,"aromatic",,,,,manual-pin,""
ingredients-flavor,"pungent",,,Y,,manual-pin,""
ingredients-flavor,"acrid",,,Y,,manual-pin,""
ingredients-flavor,"rancid",,,,,manual-pin,""
ingredients-flavor,"fermented",,,,,manual-pin,""
ingredients-flavor,"pickled",,,,,manual-pin,""
ingredients-flavor,"cured",,,,,manual-pin,""
ingredients-flavor,"smoked",,,,,manual-pin,""
ingredients-flavor,"roasted",,,,,manual-pin,""
ingredients-flavor,"grilled",,,,,manual-pin,""
ingredients-flavor,"fried",,,,,manual-pin,""
ingredients-flavor,"baked",,,,,manual-pin,""
ingredients-flavor,"steamed",,,,,manual-pin,""
ingredients-flavor,"broiled",,,,,manual-pin,""
ingredients-flavor,"simmered",,,,,manual-pin,""
ingredients-flavor,"sauteed",,,,,manual-pin,""
ingredients-flavor,"braised",,,,,manual-pin,""
ingredients-flavor,"marinated",,,,,manual-pin,""
ingredients-flavor,"seasoned",,,,,manual-pin,""
ingredients-flavor,"glazed",,,,,manual-pin,""
ingredients-flavor,"caramelized",,,,,manual-pin,""
ingredients-flavor,"crusty",,,,,manual-pin,""
ingredients-flavor,"flaky",,,,,manual-pin,""
ingredients-flavor,"juicy",,,,,manual-pin,""
ingredients-flavor,"mushy",,,,,manual-pin,""
ingredients-flavor,"stale",,,,,manual-pin,""
ingredients-flavor,"spoiled",,,,,manual-pin,""
ingredients-flavor,"overripe",,,,,manual-pin,""
ingredients-flavor,"underripe",,,,,manual-pin,""
ingredients-flavor,"thawed",,,,,manual-pin,""
ingredients-flavor,"preserved",,,,,manual-pin,""
ingredients-flavor,"gluten-free",,,,,manual-pin,""
ingredients-flavor,"vegan",,,,,manual-pin,""
ingredients-flavor,"whisk",,,,,manual-pin,""
ingredients-flavor,"knead",,,Y,,manual-pin,""
ingredients-flavor,"sift",,,,,manual-pin,""
ingredients-flavor,"drizzle",,,,,manual-pin,""
ingredients-flavor,"sprinkle",,,,,manual-pin,""
ingredients-flavor,"season",,,,,manual-pin,""
ingredients-flavor,"mince",,,,,manual-pin,""
ingredients-flavor,"grate",,,,,manual-pin,""
ingredients-flavor,"shred",,,,,manual-pin,""
ingredients-flavor,"mash",,,,,manual-pin,""
ingredients-flavor,"puree",,,,,manual-pin,""
ingredients-flavor,"broth",,,,,manual-pin,""
ingredients-flavor,"gravy",,,,,manual-pin,""
ingredients-flavor,"syrup",,,,,manual-pin,""
ingredients-flavor,"glaze",,,,,manual-pin,""
ingredients-flavor,"marinade",,,,,manual-pin,""
ingredients-flavor,"vinegar",,,,,manual-pin,""
ingredients-flavor,"olive oil",,,,,manual-pin,""
ingredients-flavor,"soy sauce",,,,,manual-pin,""
ingredients-flavor,"mustard",,,,,manual-pin,""
ingredients-flavor,"mayo",,,,,manual-pin,""
ingredients-flavor,"ketchup",,,,,manual-pin,""
ingredients-flavor,"hot sauce",,,,,manual-pin,""
ingredients-flavor,"baking soda",,,,,manual-pin,""
ingredients-flavor,"baking powder",,,,,manual-pin,""
ingredients-flavor,"cornstarch",,,,,manual-pin,""
ingredients-flavor,"oil",a2,645,,Y,imsky:nouns/condiments,"a thick liquid that is found in rock underground "
ingredients-flavor,"rich",a1,1086,,Y,imsky:adjectives/food,"having a lot of money or property"
ingredients-flavor,"heat",a2,1177,Y,Y,imsky:verbs/cooking,"the quality of being hot"
ingredients-flavor,"sweet",a2,1402,,Y,imsky:adjectives/food,"containing, or tasting as if it contains, a lot of sugar"
ingredients-flavor,"burn",b2,1434,,Y,imsky:verbs/cooking,"an injury or a mark caused by fire, heat or acid"
ingredients-flavor,"honey",,1683,,Y,imsky:nouns/condiments,""
ingredients-flavor,"salt",a1,1918,Y,Y,imsky:nouns/seasonings,"a white substance that is added to food to make it taste better or to preserve it. Salt is obtained from mines and is al"
ingredients-flavor,"dry",a2,1926,,Y,imsky:adjectives/food,"not wet or sticky; without water or moisture"
ingredients-flavor,"golden",b2,2127,,Y,imsky:adjectives/food,"made of gold"
ingredients-flavor,"sharp",b1,2408,,Y,imsky:adjectives/food,"having a fine edge or point, especially of something that can cut or make a hole in something"
ingredients-flavor,"prepared",b1,,,Y,imsky:adjectives/food,"ready and able to deal with something"
ingredients-flavor,"butter",a1,2704,,Y,imsky:nouns/condiments,"a soft yellow food made from cream, used in cooking and for spreading on bread"
ingredients-flavor,"rank",b2,2986,,Y,imsky:adjectives/food,"the position, especially a high position, that somebody has in a particular organization, society, etc."
ingredients-flavor,"onion",a1,3164,,Y,imsky:nouns/condiments,"a round vegetable with many layers inside each other and a brown, red or white skin. Onions have a strong smell and tast"
ingredients-flavor,"bake",b1,3195,,Y,imsky:verbs/cooking,"to cook food in an oven without extra fat or liquid; to be cooked in this way"
ingredients-flavor,"delicious",a1,4250,,Y,imsky:adjectives/food,"having a very pleasant taste or smell"
ingredients-flavor,"boil",a2,4771,,Y,imsky:verbs/cooking,"when a liquid boils or when you boil it, it is heated to the point where it forms bubbles and turns to steam or vapour"
ingredients-flavor,"spicy",b1,,,Y,imsky:adjectives/food,"having a strong taste because spices have been added to it"
ingredients-flavor,"fry",b1,,,Y,imsky:verbs/cooking,"to cook something in hot fat or oil; to be cooked in hot fat or oil"
ingredients-flavor,"gourmet",,,Y,,imsky:adjectives/food,""
ingredients-flavor,"relish",,,Y,,imsky:nouns/condiments,""
ingredients-flavor,"bland",,,Y,,imsky:adjectives/food,""
house-building,"foundation",b2,1444,,Y,manual-pin,"a principle, an idea or a fact that something is based on and that it grows from"
house-building,"apartment",a1,1460,,Y,manual-pin,"a set of rooms for living in, usually on one floor of a building"
house-building,"studio",b1,1793,,Y,manual-pin,"a room where radio or television programmes are recorded and broadcast from, or where music is recorded"
house-building,"panel",b2,1801,,Y,manual-pin,"a square or rectangular piece of wood, glass or metal that forms part of a larger surface such as a door or wall"
house-building,"permit",b2,2470,,,manual-pin,"an official document that gives somebody the right to do something, especially for a limited period of time"
house-building,"utilities",,,,,manual-pin,""
house-building,"mortgage",b2,2894,,Y,manual-pin,"a legal agreement by which a bank or similar organization lends you money to buy a house, etc., and you pay the money ba"
house-building,"ceiling",b1,3088,,Y,manual-pin,"the top inside surface of a room"
house-building,"fence",b1,3148,,Y,manual-pin,"a structure made of wood or wire supported with posts that is put between two areas of land as a boundary, or around a g"
house-building,"garage",b1,3389,,Y,manual-pin,"a building for keeping one or more cars or other vehicles in"
house-building,"pipe",b1,3428,,Y,manual-pin,"a tube through which liquids and gases can flow"
house-building,"cabin",b2,3705,,,manual-pin,"a small room on a ship in which you live or sleep"
house-building,"brick",b2,3740,,,manual-pin,"baked clay used for building walls, houses and other buildings; an individual block of this"
house-building,"concrete",b2,3763,,,manual-pin,"made of concrete"
house-building,"porch",,3788,,,manual-pin,""
house-building,"basement",b2,3808,,,manual-pin,"a room or rooms in a building, partly or completely below the level of the ground"
house-building,"lease",,,,,manual-pin,""
house-building,"vinyl",,,,,manual-pin,""
house-building,"hallway",,4161,,,manual-pin,""
house-building,"outlet",c1,4221,,,manual-pin,"a shop or an organization that sells goods made by a particular company or of a particular type"
house-building,"sidewalk",,4300,,,manual-pin,""
house-building,"inspection",c1,4406,Y,,manual-pin,"an official visit to a school, factory, etc. in order to check that rules are being obeyed and that standards are accept"
house-building,"beam",c1,4433,Y,,manual-pin,"a line of light, electromagnetic waves or particles"
house-building,"doorway",,4910,,,manual-pin,""
house-building,"trim",,,,,manual-pin,""
house-building,"tile",,,,,manual-pin,""
house-building,"plumbing",,,,,manual-pin,""
house-building,"tenant",c1,,,,manual-pin,"a person who pays rent for the use of a room, building, land, etc. to the person who owns it"
house-building,"shed",c1,,,,manual-pin,"to get rid of something that is no longer wanted"
house-building,"partition",,,Y,,manual-pin,""
house-building,"condo",,,,,manual-pin,""
house-building,"cement",,,,,manual-pin,""
house-building,"insulation",,,,,manual-pin,""
house-building,"asphalt",,,,,manual-pin,""
house-building,"plaster",,,,,manual-pin,""
house-building,"gravel",,,,,manual-pin,""
house-building,"pavement",,,,,manual-pin,""
house-building,"drywall",,,,,manual-pin,""
house-building,"plywood",,,,,manual-pin,""
house-building,"lumber",,,,,manual-pin,""
house-building,"pillar",,,,,manual-pin,""
house-building,"shingle",,,,,manual-pin,""
house-building,"mortar",,,,,manual-pin,""
house-building,"attic",,,,,manual-pin,""
house-building,"crawl space",,,,,manual-pin,""
house-building,"driveway",,,,,manual-pin,""
house-building,"railing",,,,,manual-pin,""
house-building,"gutter",,,,,manual-pin,""
house-building,"chimney",,,,,manual-pin,""
house-building,"staircase",,,,,manual-pin,""
house-building,"banister",,,,,manual-pin,""
house-building,"balcony",,,,,manual-pin,""
house-building,"archway",,,,,manual-pin,""
house-building,"siding",,,,,manual-pin,""
house-building,"stucco",,,,,manual-pin,""
house-building,"hardwood",,,,,manual-pin,""
house-building,"laminate",,,,,manual-pin,""
house-building,"subfloor",,,,,manual-pin,""
house-building,"baseboard",,,,,manual-pin,""
house-building,"molding",,,,,manual-pin,""
house-building,"sheetrock",,,,,manual-pin,""
house-building,"rebar",,,,,manual-pin,""
house-building,"rafter",,,,,manual-pin,""
house-building,"joist",,,,,manual-pin,""
house-building,"truss",,,,,manual-pin,""
house-building,"duplex",,,,,manual-pin,""
house-building,"townhouse",,,,,manual-pin,""
house-building,"sublease",,,,,manual-pin,""
house-building,"eviction",,,,,manual-pin,""
house-building,"landlord",c1,,Y,,manual-pin,"a person or company from whom you rent a room, a house, an office, etc."
house-building,"square footage",,,,,manual-pin,""
house-building,"blueprint",,,,,manual-pin,""
house-building,"renovation",,,,,manual-pin,""
house-building,"remodel",,,,,manual-pin,""
house-building,"vent",,,,,manual-pin,""
house-building,"wiring",,,,,manual-pin,""
house-building,"fuse box",,,,,manual-pin,""
house-building,"circuit breaker",,,,,manual-pin,""
house-building,"tarp",,,,,manual-pin,""
house-building,"scaffolding",,,,,manual-pin,""
house-building,"use",a2,91,,Y,imsky:nouns/real_estate,"the act of using something; the state of being used"
house-building,"school",a1,146,,Y,imsky:nouns/buildings,"a place where children go to be educated"
house-building,"house",a1,176,,Y,imsky:nouns/houses,"a building for people to live in, usually for one family"
house-building,"run",a2,202,,Y,imsky:nouns/construction,"an act of running; a period of time spent running or the distance that somebody runs"
house-building,"lot",a1,216,,Y,imsky:nouns/real_estate,"used with verbs to mean ‘a great amount’"
house-building,"lead",b1,349,Y,Y,imsky:nouns/metals,"to go with or in front of a person or an animal to show the way or to make them go in the right direction"
house-building,"university",a1,359,,Y,imsky:nouns/buildings,"an institution at the highest level of education where you can study for a degree or do research"
house-building,"course",a1,381,,Y,imsky:nouns/construction,"a series of lessons or lectures on a particular subject"
house-building,"fall",a2,427,,Y,imsky:nouns/construction,"an act of falling"
house-building,"market",a1,453,,Y,imsky:nouns/buildings,"an occasion when people buy and sell goods; the open area or building where they meet to do this"
house-building,"interest",a1,473,,Y,imsky:nouns/real_estate,"the feeling that you have when you want to know or learn more about somebody/something"
house-building,"church",a2,504,,Y,imsky:nouns/buildings,"a building where Christians go to attend services, pray, etc."
house-building,"post",a1,581,,Y,imsky:nouns/construction,"the official system used for sending and delivering letters, packages, etc."
house-building,"paper",a1,585,,Y,imsky:adjectives/materials,"the thin material that you write and draw on and that is also used for wrapping and packing things"
house-building,"term",a2,606,Y,Y,imsky:nouns/real_estate,"a word or phrase used as the name of something, especially one connected with a particular type of language"
house-building,"wall",a1,676,,Y,imsky:nouns/infrastructure,"a long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divide"
house-building,"bank",a1,695,,Y,imsky:nouns/buildings,"an organization that provides various financial services, for example keeping or lending money"
house-building,"store",a2,759,,Y,imsky:nouns/buildings,"a large shop that sells many different types of goods"
house-building,"hospital",a1,766,,Y,imsky:nouns/buildings,"a large building where people who are ill or injured are given medical treatment and care"
house-building,"board",a2,768,,Y,imsky:nouns/construction,"a long thin piece of strong hard material, especially wood, used, for example, for making floors, building walls and roo"
house-building,"section",a1,824,Y,Y,imsky:nouns/construction,"any of the parts into which something is divided"
house-building,"card",a1,852,,Y,yle:materials,"thick, stiff paper; a piece of this for writing on"
house-building,"rise",b1,890,,Y,imsky:nouns/construction,"an increase in an amount, a number or a level"
house-building,"option",a2,923,Y,Y,imsky:nouns/real_estate,"something that you can choose to have or do; the freedom to choose what you do"
house-building,"detail",a1,971,,Y,imsky:nouns/construction,"a small individual fact or item; a less important fact or item"
house-building,"reveal",b2,1011,Y,Y,imsky:nouns/construction,"to make something known to somebody"
house-building,"agent",b1,1012,,Y,imsky:nouns/real_estate,"a person whose job is to act for, or manage the affairs of, other people in business, politics, etc."
house-building,"hall",a2,1163,,Y,imsky:nouns/buildings,"a space or passage inside the entrance or front door of a building"
house-building,"title",a1,1176,,Y,imsky:nouns/construction,"the name of a book, poem, painting, piece of music, etc."
house-building,"hotel",a1,1186,,Y,imsky:nouns/buildings,"a building where people stay, usually for a short time, paying for their rooms and meals"
house-building,"soldier",a2,1235,,Y,imsky:nouns/construction,"a member of an army, especially one who is not an officer"
house-building,"restaurant",a1,1264,,Y,imsky:nouns/buildings,"a place where you can buy and eat a meal"
house-building,"museum",a1,1297,,Y,imsky:nouns/buildings,"a building in which objects of artistic, cultural, historical or scientific interest are kept and shown to the public"
house-building,"prison",a2,1332,,Y,imsky:nouns/buildings,"a building where people are kept as a punishment for a crime they have committed, or while they are waiting for trial"
house-building,"vehicle",a2,1352,,Y,imsky:nouns/construction,"a thing that is used for transporting people or goods from one place to another, such as a car or lorry"
house-building,"gold",a2,1364,,Y,imsky:nouns/metals,"bright yellow in colour, like gold"
house-building,"survey",a2,1395,,Y,imsky:nouns/construction,"an investigation of the opinions, behaviour, etc. of a particular group of people, which is usually done by asking them "
house-building,"stone",a2,1420,,Y,imsky:adjectives/materials,"a hard solid mineral substance that is found in the ground, often used for building"
house-building,"theater",,1504,,Y,imsky:nouns/buildings,""
house-building,"grade",b1,1556,,Y,imsky:nouns/construction,"a mark given in an exam or for a piece of school work"
house-building,"core",b2,1754,,Y,imsky:nouns/construction,"most important; main or essential"
house-building,"plate",a2,1789,,Y,imsky:nouns/construction,"a flat, usually round, dish that you put food on"
house-building,"metal",a2,1942,Y,Y,imsky:adjectives/materials,"a type of solid mineral substance that is usually hard and shiny and that heat and electricity can travel through, for e"
house-building,"valley",a2,1951,,Y,imsky:nouns/construction,"an area of low land between hills or mountains, often with a river flowing through it; the land that a river flows throu"
house-building,"airport",a1,2052,,Y,imsky:nouns/buildings,"a place where planes land and take off and that has buildings for passengers to wait in"
house-building,"frame",b1,2182,,Y,imsky:nouns/construction,"a strong border or structure of wood, metal, etc. that holds a picture, door, piece of glass, etc. in position"
house-building,"column",a2,2315,Y,Y,imsky:nouns/architecture,"one of the straight sections from top to bottom into which text on a page or screen is divided"
house-building,"buck",c1,2362,,Y,imsky:nouns/construction,"a US, Australian or New Zealand dollar; a South African rand; an Indian rupee"
house-building,"roof",a2,2421,,Y,imsky:nouns/construction,"the structure that covers or forms the top of a building or vehicle"
house-building,"jail",b2,2453,,Y,imsky:nouns/buildings,"a prison"
yard-outdoor,"water",a1,287,,Y,manual-pin,"a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, wash"
yard-outdoor,"plant",a1,821,,Y,manual-pin,"a living thing that grows in the earth and usually has a stem, leaves and roots, especially one that is smaller than a t"
yard-outdoor,"root",b2,1976,Y,Y,manual-pin,"the part of a plant that grows under the ground and takes in water and minerals that it sends to the rest of the plant"
