category,word,cefr,cocaRank,sat,keepCore,reason,oxfordDef
tech-social,"upgrade",c1,5005,,,manual-pin,"the act of making a machine, computer system, etc. more powerful and efficient; the more powerful and efficient machine,"
tech-social,"leak",c1,5009,,,manual-pin,"a small hole that lets liquid or gas flow in or out of something by accident"
tech-social,"browser",c1,5021,,,manual-pin,"a computer program that lets you look at or read documents on the World Wide Web"
tech-social,"subscriber",c1,,,,manual-pin,"a person who pays money, usually once a year, to receive regular copies of a magazine or newspaper or have access to it "
tech-social,"verified",,,,,manual-pin,""
tech-social,"reset",,,,,manual-pin,""
tech-social,"scroll",,,,,manual-pin,""
tech-social,"gif",,,,,manual-pin,""
tech-social,"screenshot",,,,,manual-pin,""
tech-social,"wifi",,,,,manual-pin,""
tech-social,"timeline",,,,,manual-pin,""
tech-social,"reel",,,,,manual-pin,""
tech-social,"sticker",,,,,manual-pin,""
tech-social,"hack",,,,,manual-pin,""
tech-social,"viral",,,,,manual-pin,""
tech-social,"breach",c1,,Y,,manual-pin,"a failure to do something that must be done by law"
tech-social,"swipe",,,,,manual-pin,""
tech-social,"pinch to zoom",,,,,manual-pin,""
tech-social,"double-tap",,,,,manual-pin,""
tech-social,"long press",,,,,manual-pin,""
tech-social,"screen record",,,,,manual-pin,""
tech-social,"caption",,,Y,,manual-pin,""
tech-social,"hashtag",,,,,manual-pin,""
tech-social,"comment",,,,,manual-pin,""
tech-social,"retweet",,,,,manual-pin,""
tech-social,"repost",,,,,manual-pin,""
tech-social,"upvote",,,,,manual-pin,""
tech-social,"downvote",,,,,manual-pin,""
tech-social,"unfollow",,,,,manual-pin,""
tech-social,"unblock",,,,,manual-pin,""
tech-social,"mute",,,,,manual-pin,""
tech-social,"unmute",,,,,manual-pin,""
tech-social,"snooze",,,,,manual-pin,""
tech-social,"dm",,,,,manual-pin,""
tech-social,"direct message",,,,,manual-pin,""
tech-social,"group chat",,,,,manual-pin,""
tech-social,"inbox",,,,,manual-pin,""
tech-social,"livestream",,,,,manual-pin,""
tech-social,"blue check",,,,,manual-pin,""
tech-social,"following",,,,,manual-pin,""
tech-social,"influencer",,,,,manual-pin,""
tech-social,"trending",,,,,manual-pin,""
tech-social,"meme",,,,,manual-pin,""
tech-social,"emoji",,,,,manual-pin,""
tech-social,"widget",,,,,manual-pin,""
tech-social,"home screen",,,,,manual-pin,""
tech-social,"lock screen",,,,,manual-pin,""
tech-social,"cc",,,,,manual-pin,""
tech-social,"bcc",,,,,manual-pin,""
tech-social,"hotspot",,,,,manual-pin,""
tech-social,"airdrop",,,,,manual-pin,""
tech-social,"data plan",,,,,manual-pin,""
tech-social,"roaming",,,,,manual-pin,""
mental-health,"energy",a2,586,Y,,manual-pin,"the strength, effort and enthusiasm required for physical or mental activity, work, etc."
mental-health,"period",a1,684,Y,,manual-pin,"a particular length of time"
mental-health,"sleep",a2,1009,,,manual-pin,"the natural state of rest in which your eyes are closed, your body is not active, and your mind is not conscious"
mental-health,"insurance",b2,1108,,,manual-pin,"an arrangement with a company in which you pay them regular amounts of money and they agree to pay the costs, for exampl"
mental-health,"reflect",b1,1193,,,manual-pin,"to show the image of somebody/something on the surface of something such as a mirror, water or glass"
mental-health,"journal",b1,1230,,,manual-pin,"a newspaper or magazine that deals with a particular subject or profession"
mental-health,"sad",a1,1709,,Y,manual-pin,"unhappy or showing unhappiness"
mental-health,"stress",a2,1935,,,manual-pin,"pressure or worry caused by problems in somebody’s life or by having too much to do"
mental-health,"calorie",,2217,Y,,manual-pin,""
mental-health,"protein",b2,2263,Y,,manual-pin,"a substance, found within all living things, that forms the structure of muscles, organs, etc. There are many different "
mental-health,"depression",b2,2273,,,manual-pin,"a medical condition in which a person feels very sad, anxious and without hope and often has physical symptoms such as b"
mental-health,"recover",b2,2298,Y,,manual-pin,"to get well again after being ill, hurt, etc."
mental-health,"therapy",b2,2303,,,manual-pin,"the treatment of a physical problem or an illness"
mental-health,"mood",b1,2639,,,manual-pin,"the way you are feeling at a particular time"
mental-health,"anxiety",b2,2673,,,manual-pin,"the state of feeling nervous or worried that something bad is going to happen"
mental-health,"pharmacy",,,Y,,manual-pin,""
mental-health,"boundary",c1,3014,,,manual-pin,"a real or imagined line that marks the limits or edges of something and separates it from other things or places; a divi"
mental-health,"medication",b2,3121,,,manual-pin,"a drug or another form of medicine that you take to prevent or to treat an illness; treatment involving drugs"
mental-health,"fiber",,3137,,,manual-pin,""
mental-health,"counselor",,3372,Y,Y,manual-pin,""
mental-health,"prescription",c1,3643,Y,,manual-pin,"an official piece of paper on which a doctor writes the type of medicine you should have, and which enables you to get i"
mental-health,"psychologist",b2,3880,,,manual-pin,"a scientist who studies and is trained in psychology"
mental-health,"lonely",b1,3899,,,manual-pin,"unhappy because you have no friends or people to talk to"
mental-health,"cope",b2,3930,,,manual-pin,"to deal successfully with something difficult"
mental-health,"heal",b2,4101,,,manual-pin,"to become healthy again; to make something healthy again"
mental-health,"trauma",c1,4116,,,manual-pin,"a mental condition caused by severe shock, stress or fear, especially when the harmful effects last for a long time"
mental-health,"therapist",b2,4364,,,manual-pin,"a specialist who treats a particular type of illness or problem, or who uses a particular type of treatment"
mental-health,"panic",b2,4394,Y,,manual-pin,"a sudden feeling of great fear that cannot be controlled and prevents you from thinking clearly"
mental-health,"fever",b2,4583,,,manual-pin,"a medical condition in which a person has a temperature that is higher than normal"
mental-health,"anxious",b2,4599,Y,,manual-pin,"feeling worried or nervous"
mental-health,"yoga",,,,,manual-pin,""
mental-health,"workout",c1,4812,,,manual-pin,"a period of physical exercise that you do to keep fit"
mental-health,"headache",a2,4834,,,manual-pin,"a continuous pain in the head"
mental-health,"depressed",b2,4958,,,manual-pin,"very sad and without hope"
mental-health,"asthma",,,,,manual-pin,""
mental-health,"meditation",c1,,,,manual-pin,"the practice of focusing your mind in silence, especially for religious reasons or in order to make your mind calm"
mental-health,"allergy",,,,,manual-pin,""
mental-health,"stressed",,,,,manual-pin,""
mental-health,"burnout",,,,,manual-pin,""
mental-health,"overwhelmed",,,,,manual-pin,""
mental-health,"panic attack",,,,,manual-pin,""
mental-health,"mood swing",,,,,manual-pin,""
mental-health,"irritable",,,Y,,manual-pin,""
mental-health,"hopeless",,,,,manual-pin,""
mental-health,"helpless",,,,,manual-pin,""
mental-health,"worthless",,,,,manual-pin,""
mental-health,"numb",,,,,manual-pin,""
mental-health,"psychiatrist",,,,,manual-pin,""
mental-health,"meditate",,,Y,,manual-pin,""
mental-health,"mindfulness",,,,,manual-pin,""
mental-health,"breathing exercise",,,,,manual-pin,""
mental-health,"grounding",,,,,manual-pin,""
mental-health,"vent",,,,,manual-pin,""
mental-health,"coping",,,,,manual-pin,""
mental-health,"process",,,,,manual-pin,""
mental-health,"self-care",,,,,manual-pin,""
mental-health,"self-esteem",,,,,manual-pin,""
mental-health,"self-worth",,,,,manual-pin,""
mental-health,"self-doubt",,,,,manual-pin,""
mental-health,"self-conscious",,,,,manual-pin,""
mental-health,"set boundaries",,,,,manual-pin,""
mental-health,"people-please",,,,,manual-pin,""
mental-health,"overthink",,,,,manual-pin,""
mental-health,"rumination",,,,,manual-pin,""
mental-health,"triggered",,,,,manual-pin,""
mental-health,"trigger warning",,,,,manual-pin,""
mental-health,"safe space",,,,,manual-pin,""
mental-health,"support system",,,,,manual-pin,""
mental-health,"antidepressant",,,,,manual-pin,""
mental-health,"side effect",,,,,manual-pin,""
mental-health,"dosage",,,,,manual-pin,""
mental-health,"insomnia",,,,,manual-pin,""
mental-health,"oversleep",,,,,manual-pin,""
mental-health,"nap",,,,,manual-pin,""
mental-health,"snooze",,,,,manual-pin,""
mental-health,"doze off",,,,,manual-pin,""
mental-health,"drowsy",,,Y,,manual-pin,""
mental-health,"fatigue",,,,,manual-pin,""
mental-health,"exhausted",,,Y,,manual-pin,""
mental-health,"drained",,,,,manual-pin,""
mental-health,"recharged",,,,,manual-pin,""
mental-health,"dehydrated",,,,,manual-pin,""
mental-health,"hydrated",,,,,manual-pin,""
mental-health,"cramps",,,,,manual-pin,""
mental-health,"pms",,,,,manual-pin,""
mental-health,"bloated",,,,,manual-pin,""
mental-health,"nausea",,,Y,,manual-pin,""
mental-health,"migraine",,,,,manual-pin,""
mental-health,"chills",,,,,manual-pin,""
mental-health,"sore throat",,,,,manual-pin,""
mental-health,"congested",,,,,manual-pin,""
mental-health,"sneeze",,,,,manual-pin,""
mental-health,"cough",,,,,manual-pin,""
mental-health,"runny nose",,,,,manual-pin,""
mental-health,"stuffy nose",,,,,manual-pin,""
mental-health,"allergic",,,,,manual-pin,""
mental-health,"inhaler",,,,,manual-pin,""
mental-health,"epi-pen",,,,,manual-pin,""
mental-health,"concussion",,,,,manual-pin,""
mental-health,"sprain",,,,,manual-pin,""
mental-health,"fracture",,,Y,,manual-pin,""
mental-health,"urgent care",,,,,manual-pin,""
mental-health,"er",,,,,manual-pin,""
mental-health,"emergency room",,,,,manual-pin,""
mental-health,"walk-in clinic",,,,,manual-pin,""
mental-health,"pediatrician",,,,,manual-pin,""
mental-health,"pharmacist",,,,,manual-pin,""
mental-health,"refill",,,,,manual-pin,""
mental-health,"copay",,,,,manual-pin,""
mental-health,"deductible",,,,,manual-pin,""
part-time-work,"raise",a2,512,,,manual-pin,"to lift or move something to a higher level"
part-time-work,"fire",a1,670,,Y,manual-pin,"the flames, light and heat, and often smoke, that are produced when something burns"
part-time-work,"economy",b1,693,,,manual-pin,"the relationship between production, trade and the supply of money in a particular country or region"
part-time-work,"interview",a1,930,,Y,manual-pin,"a formal meeting at which somebody is asked questions to see if they are suitable for a particular job, or for a course "
part-time-work,"union",b1,935,,,manual-pin,"an organization of workers, usually in a particular industry, that exists to protect their interests, improve conditions"
part-time-work,"employee",a2,945,,,manual-pin,"a person who is paid to work for somebody"
part-time-work,"stock",b2,1033,Y,,manual-pin,"a supply of goods that is available for sale in a shop"
part-time-work,"customer",a1,1061,,Y,manual-pin,"a person or an organization that buys goods or services from a shop or business"
part-time-work,"manager",a2,1062,,Y,manual-pin,"a person who is in charge of running a business, a shop or a similar organization or part of one"
part-time-work,"budget",b2,1107,,Y,manual-pin,"the money that is available to a person or an organization and a plan of how it will be spent over a period of time"
part-time-work,"client",b1,1197,,,manual-pin,"a person who uses the services or advice of a professional person or organization"
part-time-work,"application",b1,1354,,Y,manual-pin,"a formal (often written) request for something, such as a job, permission to do something or a place at a college or uni"
part-time-work,"regular",a2,1486,,,manual-pin,"following a pattern, especially with the same time or space in between each thing and the next"
part-time-work,"fees",,,,,manual-pin,""
part-time-work,"hire",b2,1521,,,manual-pin,"the act of paying to use something for a short time"
part-time-work,"commission",b2,1567,Y,,manual-pin,"an official group of people who have been given responsibility to control something, or to find out about something, usu"
part-time-work,"reference",b1,1695,,,manual-pin,"a thing you say or write that mentions somebody/something else; the act of mentioning somebody/something"
part-time-work,"colleague",a2,1813,Y,,manual-pin,"a person that you work with, especially in a profession or a business"
part-time-work,"grant",b2,1888,,Y,manual-pin,"a sum of money that is given by the government or by another organization to be used for a particular purpose"
part-time-work,"tip",a2,1929,,Y,manual-pin,"a small piece of advice about something practical"
part-time-work,"shift",b1,1964,,,manual-pin,"a period of time worked by a group of workers who start work as another group finishes"
part-time-work,"spending",b1,2111,,,manual-pin,"the amount of money that is spent by a government, an organization or a person"
part-time-work,"quit",b1,2216,,,manual-pin,"to leave your job, school, etc."
part-time-work,"employer",a2,2222,,,manual-pin,"a person or company that pays people to work for them"
part-time-work,"schedule",a2,2251,Y,,manual-pin,"a plan that lists all the work that you have to do and when you must do each thing"
part-time-work,"saving",b2,2462,,,manual-pin,"an amount of something such as time or money that you do not need to use or spend"
part-time-work,"volunteer",b1,2507,,,manual-pin,"a person who does a job without being paid for it"
part-time-work,"evaluation",b2,2510,,,manual-pin,"the act of forming an opinion of the amount, value or quality of something after thinking about it carefully"
part-time-work,"salary",a2,2660,,,manual-pin,"money that employees receive for doing their job, especially professional employees or people working in an office, usua"
part-time-work,"vacation",a1,2721,,,manual-pin,"a period of time spent travelling or resting away from home"
part-time-work,"recommendation",b1,2738,,,manual-pin,"an official suggestion about the best thing to do"
part-time-work,"uniform",a2,3334,Y,Y,manual-pin,"the special set of clothes worn by all members of an organization or a group at work, or by children at school"
part-time-work,"inflation",b2,3343,,Y,manual-pin,"a general rise in the prices of services and goods in a particular country, resulting in a fall in the value of money; t"
part-time-work,"recession",b2,3398,,,manual-pin,"a difficult time for the economy of a country, when there is less trade and industrial activity than usual and more peop"
part-time-work,"scholarship",b2,3446,,,manual-pin,"an amount of money given to somebody by an organization to help pay for their education"
part-time-work,"till",b1,3528,,,manual-pin,"until"
part-time-work,"resign",b2,3687,,,manual-pin,"to officially tell somebody that you are leaving your job, an organization, etc."
part-time-work,"orientation",c1,3710,,,manual-pin,"a person’s basic beliefs or feelings about a particular subject"
part-time-work,"promotion",b2,3823,Y,,manual-pin,"a move to a more important job or rank in a company or an organization"
part-time-work,"bonus",c1,3979,,,manual-pin,"an extra amount of money that is added to a payment, especially to somebody’s wages or salary as a reward"
part-time-work,"supervisor",c1,4215,,,manual-pin,"a person who supervises somebody/something"
part-time-work,"investing",,,,,manual-pin,""
part-time-work,"resume",c1,4448,,,manual-pin,"if you resume an activity, or if it resumes, it begins again or continues after being interrupted"
part-time-work,"drawer",,4892,,,manual-pin,""
part-time-work,"refund",,,,,manual-pin,""
part-time-work,"tuition",c1,,,,manual-pin,"the act of teaching something, especially to one person or to people in small groups"
part-time-work,"pos",,,,,manual-pin,""
part-time-work,"gdp",,,,,manual-pin,""
part-time-work,"badge",b2,,,,manual-pin,"a small piece of metal or plastic, with a design or words on it, that a person wears or carries to show that they belong"
part-time-work,"paycheck",,,,,manual-pin,""
part-time-work,"hourly wage",,,,,manual-pin,""
part-time-work,"minimum wage",,,,,manual-pin,""
part-time-work,"overtime",,,,,manual-pin,""
part-time-work,"gratuity",,,Y,,manual-pin,""
part-time-work,"demotion",,,,,manual-pin,""
part-time-work,"punch in",,,,,manual-pin,""
part-time-work,"punch out",,,,,manual-pin,""
part-time-work,"clock in",,,,,manual-pin,""
part-time-work,"clock out",,,,,manual-pin,""
part-time-work,"time card",,,,,manual-pin,""
part-time-work,"rota",,,,,manual-pin,""
part-time-work,"shift swap",,,,,manual-pin,""
part-time-work,"cover a shift",,,,,manual-pin,""
part-time-work,"call out",,,,,manual-pin,""
part-time-work,"call in sick",,,,,manual-pin,""
part-time-work,"on call",,,,,manual-pin,""
part-time-work,"flex hours",,,,,manual-pin,""
part-time-work,"graveyard shift",,,,,manual-pin,""
part-time-work,"split shift",,,,,manual-pin,""
part-time-work,"closing shift",,,,,manual-pin,""
part-time-work,"coworker",,,,,manual-pin,""
part-time-work,"patron",c1,,,,manual-pin,"a person who gives money and support to artists and writers"
part-time-work,"guest",,,,,manual-pin,""
part-time-work,"cv",,,,,manual-pin,""
part-time-work,"cover letter",,,,,manual-pin,""
part-time-work,"apply",,,,,manual-pin,""
part-time-work,"lay off",,,,,manual-pin,""
part-time-work,"let go",,,,,manual-pin,""
part-time-work,"training",,,,,manual-pin,""
part-time-work,"onboarding",,,,,manual-pin,""
part-time-work,"probation",,,Y,,manual-pin,""
part-time-work,"review",,,,,manual-pin,""
part-time-work,"internship",,,,,manual-pin,""
part-time-work,"apprenticeship",,,,,manual-pin,""
part-time-work,"unpaid",,,,,manual-pin,""
part-time-work,"paid",,,,,manual-pin,""
part-time-work,"stipend",,,Y,,manual-pin,""
part-time-work,"w-2",,,,,manual-pin,""
part-time-work,"w-4",,,,,manual-pin,""
part-time-work,"1099",,,,,manual-pin,""
part-time-work,"tax form",,,,,manual-pin,""
part-time-work,"withholding",,,,,manual-pin,""
part-time-work,"deduction",,,,,manual-pin,""
part-time-work,"paystub",,,,,manual-pin,""
part-time-work,"direct deposit",,,,,manual-pin,""
part-time-work,"tip pool",,,,,manual-pin,""
part-time-work,"tip-out",,,,,manual-pin,""
part-time-work,"cash-only",,,,,manual-pin,""
part-time-work,"card-only",,,,,manual-pin,""
part-time-work,"cash register",,,,,manual-pin,""
outdoor-adventure,"camp",a2,1419,,Y,manual-pin,"a place where people live temporarily in tents or temporary buildings"
outdoor-adventure,"map",a1,1614,,Y,manual-pin,"a drawing or plan of the earth’s surface or part of it, showing countries, towns, rivers, etc."
outdoor-adventure,"bear",a2,1870,,Y,manual-pin,"a heavy wild animal with thick fur and sharp claws (= pointed parts on the ends of its feet). There are many types of be"
outdoor-adventure,"trail",c1,2075,,,manual-pin,"a long line or series of marks that is left by somebody/something"
outdoor-adventure,"smoke",a2,2501,,,manual-pin,"the grey, white or black gas that is produced by something burning"
outdoor-adventure,"hurricane",b1,2592,Y,,manual-pin,"a violent storm with very strong winds, especially in the western Atlantic Ocean"
outdoor-adventure,"tube",b1,3015,Y,Y,manual-pin,"a long, hollow pipe made of metal, plastic, rubber, etc., through which liquids or gases move from one place to another"
outdoor-adventure,"gps",,,,,manual-pin,""
outdoor-adventure,"matches",,,,,manual-pin,""
outdoor-adventure,"lodge",,,Y,,manual-pin,""
outdoor-adventure,"wildlife",b2,3547,,,manual-pin,"animals, birds, insects, etc. that are wild and live in a natural environment"
outdoor-adventure,"tent",b1,3563,,Y,manual-pin,"a shelter made of a large sheet of canvas, nylon, etc. that is supported by poles and ropes fixed to the ground, and is "
outdoor-adventure,"deer",,3623,,,manual-pin,""
outdoor-adventure,"cabin",b2,3705,,,manual-pin,"a small room on a ship in which you live or sleep"
outdoor-adventure,"flood",b1,3830,,,manual-pin,"a large amount of water covering an area that is usually dry"
outdoor-adventure,"tackle",c1,3859,,,manual-pin,"an act of trying to take the ball from an opponent in football (soccer), hockey, etc.; an act of knocking somebody to th"
outdoor-adventure,"ski",a2,3970,,,manual-pin,"connected with the sport of skiing"
outdoor-adventure,"trailer",c1,3974,,,manual-pin,"a truck, or a container with wheels, that is pulled by another vehicle"
outdoor-adventure,"helmet",b2,4609,,,manual-pin,"a type of hard hat that protects the head, worn, for example, by a police officer, a soldier or a person riding a bike o"
outdoor-adventure,"lightning",,4701,,,manual-pin,""
outdoor-adventure,"cottage",b1,,,Y,manual-pin,"a small house, especially in the country"
outdoor-adventure,"reel",,,,,manual-pin,""
outdoor-adventure,"scuba",,,,,manual-pin,""
outdoor-adventure,"lighter",,,,,manual-pin,""
outdoor-adventure,"frost",,,,,manual-pin,""
outdoor-adventure,"snowboard",,,,,manual-pin,""
outdoor-adventure,"trailhead",,,,,manual-pin,""
outdoor-adventure,"hike",,,,,manual-pin,""
outdoor-adventure,"backpacking",,,,,manual-pin,""
outdoor-adventure,"campsite",,,,,manual-pin,""
outdoor-adventure,"sleeping bag",,,,,manual-pin,""
outdoor-adventure,"sleeping pad",,,,,manual-pin,""
outdoor-adventure,"tarp",,,,,manual-pin,""
outdoor-adventure,"rainfly",,,,,manual-pin,""
outdoor-adventure,"campfire",,,,,manual-pin,""
outdoor-adventure,"firewood",,,,,manual-pin,""
outdoor-adventure,"kindling",,,,,manual-pin,""
outdoor-adventure,"stove",,,,,manual-pin,""
outdoor-adventure,"lantern",,,,,manual-pin,""
outdoor-adventure,"flashlight",,,,,manual-pin,""
outdoor-adventure,"compass",,,,,manual-pin,""
outdoor-adventure,"waypoint",,,,,manual-pin,""
outdoor-adventure,"topo map",,,,,manual-pin,""
outdoor-adventure,"trail marker",,,,,manual-pin,""
outdoor-adventure,"kayak",,,,,manual-pin,""
outdoor-adventure,"canoe",,,,,manual-pin,""
outdoor-adventure,"paddle",,,,,manual-pin,""
outdoor-adventure,"paddleboard",,,,,manual-pin,""
outdoor-adventure,"raft",,,,,manual-pin,""
outdoor-adventure,"innertube",,,,,manual-pin,""
outdoor-adventure,"snorkel",,,,,manual-pin,""
outdoor-adventure,"wetsuit",,,,,manual-pin,""
outdoor-adventure,"life jacket",,,,,manual-pin,""
outdoor-adventure,"pfd",,,,,manual-pin,""
outdoor-adventure,"snowshoe",,,,,manual-pin,""
outdoor-adventure,"sled",,,,,manual-pin,""
outdoor-adventure,"toboggan",,,,,manual-pin,""
outdoor-adventure,"sledding",,,,,manual-pin,""
outdoor-adventure,"tubing",,,,,manual-pin,""
outdoor-adventure,"chairlift",,,,,manual-pin,""
outdoor-adventure,"gondola",,,,,manual-pin,""
outdoor-adventure,"lift ticket",,,,,manual-pin,""
outdoor-adventure,"ski pass",,,,,manual-pin,""
outdoor-adventure,"goggles",,,,,manual-pin,""
outdoor-adventure,"mountain bike",,,,,manual-pin,""
outdoor-adventure,"road bike",,,,,manual-pin,""
outdoor-adventure,"bmx",,,,,manual-pin,""
outdoor-adventure,"trail running",,,,,manual-pin,""
outdoor-adventure,"rock climbing",,,,,manual-pin,""
outdoor-adventure,"bouldering",,,,,manual-pin,""
outdoor-adventure,"belay",,,Y,,manual-pin,""
outdoor-adventure,"harness",,,,,manual-pin,""
outdoor-adventure,"carabiner",,,,,manual-pin,""
outdoor-adventure,"rappel",,,,,manual-pin,""
outdoor-adventure,"crampon",,,,,manual-pin,""
outdoor-adventure,"blizzard",,,,,manual-pin,""
outdoor-adventure,"whiteout",,,,,manual-pin,""
outdoor-adventure,"frostbite",,,,,manual-pin,""
outdoor-adventure,"hypothermia",,,,,manual-pin,""
outdoor-adventure,"heatstroke",,,,,manual-pin,""
outdoor-adventure,"sunburn",,,,,manual-pin,""
outdoor-adventure,"wildfire",,,,,manual-pin,""
outdoor-adventure,"forest fire",,,,,manual-pin,""
outdoor-adventure,"air quality",,,,,manual-pin,""
outdoor-adventure,"aqi",,,,,manual-pin,""
outdoor-adventure,"evacuation",,,,,manual-pin,""
outdoor-adventure,"drought",b2,,Y,,manual-pin,"a long period of time when there is little or no rain"
outdoor-adventure,"flash flood",,,,,manual-pin,""
outdoor-adventure,"tornado",,,,,manual-pin,""
outdoor-adventure,"thunderstorm",,,,,manual-pin,""
outdoor-adventure,"hail",c1,,Y,,manual-pin,"to describe somebody/something as being very good or special, especially in newspapers, etc."
outdoor-adventure,"sleet",,,,,manual-pin,""
outdoor-adventure,"icy",,,,,manual-pin,""
outdoor-adventure,"slushy",,,,,manual-pin,""
outdoor-adventure,"overcast",,,,,manual-pin,""
outdoor-adventure,"rv",,,,,manual-pin,""
outdoor-adventure,"motorhome",,,,,manual-pin,""
outdoor-adventure,"camper",,,,,manual-pin,""
outdoor-adventure,"bear spray",,,,,manual-pin,""
outdoor-adventure,"bear bag",,,,,manual-pin,""
outdoor-adventure,"bear canister",,,,,manual-pin,""
outdoor-adventure,"mosquito",,,,,manual-pin,""
outdoor-adventure,"mosquito repellent",,,,,manual-pin,""
outdoor-adventure,"sunscreen",,,,,manual-pin,""
outdoor-adventure,"spf",,,,,manual-pin,""
outdoor-adventure,"bug bite",,,,,manual-pin,""
outdoor-adventure,"tick",,,,,manual-pin,""
outdoor-adventure,"poison ivy",,,,,manual-pin,""
outdoor-adventure,"poison oak",,,,,manual-pin,""
outdoor-adventure,"moose",,,,,manual-pin,""
